,link,text,timestamp,title
0,https://news.cnyes.com/news/id/4292303,"['遠東新 (1402-TW) 今日公布每股擬配息 1.8 元，創下近 8 年新高、平歷史次高，若以今日收盤價 31.3 元計算，殖利率約 5.8%，而近來聚酯價格反彈，加上即將邁入需求旺季，下游可望開始回補庫存，量價齊揚下，遠東新第 2 季營運升溫。', '遠東新尚未公布去年財報，但根據公開資訊觀測站資料顯示，去年純益約 120.28 億元，年增約 49.1%，有望挑戰歷史次高水準。', '獲利表現亮眼，遠東新也大方配息，董事會決議每股擬配發 1.8 元現金股利，僅次於 2011 年配息 2 元，創下 8 年新高，平歷史次高的水準。', '目前來看，法人認為，目前聚酯庫存調整已接近尾聲，價格也隨油價反彈，加上第 2 季進入夏季聚酯需求旺季準備期，預估下游將開始回補庫存，可望帶動上半年需求逐月升溫。']",2019/03/22 22:09,遠東新擬配息1.8元平歷史次高殖利率5.8%
1,https://news.cnyes.com/news/id/4292994,"['Google 今 (26) 日宣布在台灣開展新的成長階段，擴大在台營運，將在新北市台北遠東通訊園區，打造全新辦公園區，目前 Google 在台灣擁有超過 2000 名員工，而該園區將為團隊規模擴張預留雙倍成長空間，預計 2020 年底分批搬遷部分團隊，並釋出所有類型與部門的職缺，招募數百名員工。', 'Google 裝置與服務資深副總裁 Rick Osterloh 表示，台灣在 Google 的全球願景中，扮演核心角色，特別是在去年 HTC 協議案生效後，台灣已成為 Google 在亞洲最大的研發基地，台灣人才所帶來的貢獻不可或缺，因此將在台灣開展新的成長階段，擴大在台營運。', 'Osterloh 宣布，將在位於新北市的 Tpark(台北遠東通訊園區) 打造全新辦公園區，為目前已擁有超過 2000 名員工的 Google 台灣，預備雙倍成長空間，預計 2020 年底，開始分批搬遷部分團隊，作為 Google 在台灣的研發園區，將大部分的硬體研發人員集中在同一處，但 HTC 的團隊是否遷移進駐，目前還無法確定。', '如同在其他國家的 Google 大型辦公室，Osterloh 表示，該園區為 Google 向遠東集團承租，目前正在興建中，將提供開放舒適、且鼓勵員工創新的工作環境，除建立全新辦公室外，也將釋出所有類型與部門的職缺，招募數百名員工，並增加與業界的互動，舉辦更多校園活動與實習機會，及以女性科技人才為面向的徵才活動。', 'Google 台灣董事總經理簡立峰指出，早期 Google 在全球招募軟體人才，是採用同一套標準進行，而 Google 在台灣之所以團隊擴張如此快速，代表台灣人才具備優秀的能力，台灣是全球重要的硬體中心供應鏈，不只生態系完整，學校課程也訓練得很好，許多硬體工程師也具備軟體能力，是台灣人才的優勢，也是 Google 之所以要在台灣擴大投入的原因。']",2019/03/26 13:06,〈谷歌智慧台灣計劃〉在新北打造新辦公園區預留雙倍空間今年徵才數百人
2,https://news.cnyes.com/news/id/4289354,"['台股今日下跌 24.67 點或 0.24%，收在 10348.65 點，三大法人共賣超 9.34 億元，僅外資賣超，而外資期貨也同步站在空方。', '今日外資賣超 22.07 億元，投信買超 3.04 億元，自營商買超 9.69 億元，三大法人共賣超 9.34 億元。', '期貨方面，外資布空單 6009 口，未平倉 5.14 萬口，投信多單增持 1 張，空單未平倉 2.68 萬口，自營商空單增持 1353 口，空單位平倉 164 口。', '外資今日買超前 10 名，第 1 名元大滬深 300 正 2 1.44 萬張，第 2 名元大 S&P 原油正 2 5454 張，第 3 名上海商銀 5312 張，第 4 名聯合再生 5039 張，第 5 名中環 5002 張，第 6 名聯茂 4346 張，第 7 名元大台灣 50 反 1 4042 張，第 8 名力山 3133 張，第 9 名寶成 2979 張，第 10 名達方 2763\xa0張。', '外資今日賣超前 10 名，第 1 名旺宏 2.01 萬張，第 2 名群創 1.64 萬張，第 3 名富邦 VIX 7656 張，第 4 名新光金 6832 張，第 5 名台新金 6234 張，第 6 名華航 6159 張，第 7 名華新 5350 張，第 8 名 4919 張，第 9 名兆豐金 4598 張，第 10 名中壽 4330 張。', '投信今日買超前 3 名，第 1 名欣興 3192 張，第 2 名聯茂 1868 張，第 3 名元翎 1477 張；投信今日賣超前 3 名，第 1 名長榮航 3302 張，第 2 名中鋼 2674 張，第 3 名遠東新 2147 張。', '自營商今日買超前 3 名，第 1 名元大滬深 300 正 2 1.47 萬張，第 2 名元大 S&P 原油正 2 1.42 萬張，第 3 名國泰中國 A50 3977 張；投信今日賣超前 3 名，第 1 名富邦 VIX 1.97 萬張，第 2 名群益深証中小 3105 張，第 3 名台新 MSCI 1563 張。']",2019/03/14 21:28,三大法人賣超9.34億元外資賣超22.07億元期貨同步站在空方
3,https://news.cnyes.com/news/id/4290118,"['台股加權指數今 (18) 日在權值股的領軍下，攻克年線反壓 10449 點也成功收復 10500 點關卡，不僅買盤發動，使電金傳產多數權值股上揚，就連日前已有一波漲勢的 5G 相關題材仍持續發威，指數終場收在全日最高點 10512.7 點，上漲 73.46 點，成交值略縮至 1158 億元，漲幅 0.7%，高於櫃買指數漲 0.15%，法人指出，在大型股的拉抬下，多頭軍回籠帶動的驚驚漲格局可望維持。', '5G 相關題材仍是電子買盤聚焦重心，尤其砷化鎵族群繼續領攻，全新漲停，穩懋、聯亞、宏捷科、IET-KY 均有 2% 以上漲勢；同時，眾達 - KY 和前鼎漲幅半根停板上下，聯鈞也漲逾 2%；而光環更大漲逾 7%。', 'IC 基板相關業者買盤再次興起，欣興攻上漲停，南電漲半根停板，景碩和易華電則漲逾 1%。', '從個股來看，不少中小電子股各自表現，台揚、敦泰漲停鎖死，谷崧、台林、位速漲逾 8%，光磊、健策、統新、正文和聯詠長半根停板之上。', '權值股方面，中租 - KY 大漲逾 3%，研華、玉山金漲逾 2%，鴻海、永豐金、台達電、富邦金、兆豐金、台化、群創、合庫金和遠東新均有 1% 以上漲幅，範圍涵蓋電金傳產，市場上偏多氣氛濃厚。', '法人指出，由於美股回測年線成功並突破近期高點，再加上美國聯準會暫緩升息頻率，以及美中貿易戰已接近最後協議，令陸股成為新的多頭領頭羊，有助於台股市場信心持續增溫。', '不過，要留意的是，櫃買指數反而較沒有明顯表態，法人和市場主力拉指數對對中小型個股獲利了結的狀況，仍不得大意。', '法人也提醒，因目前年線尚未翻揚，即便衝破年線，不排除繼續高檔震盪，比較可能的方式是緩步墊高，後續要留意的國際變數則是美國聯準會利率決策和川習會最新進展。', '\xa0']",2019/03/18 15:12,台股盤後 權值股強勁拉多頭馬車攻克年線反壓和10500點關卡
4,https://news.cnyes.com/news/id/4285791,"['台股今 (5) 日在權王台積電影響下，終場下跌 44.62 點，收在 10305.26 點，雖然守住 10 日線；但三大法人同站賣方，且外資減碼力道加大，賣超 70.28 億元，投信賣超 2.81 億元，自營商賣超 14.34 億元，三大法人賣超 87.43 億元。從外資操作來看，大舉狙擊陸股 ETF 和金控股，尤其 2 倍槓桿陸股 ETF 首當其衝，光是元大滬深 300 正 2 一檔就被大砍超過 5.6 萬張。', '在台指期淨部位方面，三大法人淨多單增加 163 口至 25148 口，其中，外資空單減碼超過多單減碼，淨多單增加 1625 口至 53212 口。', '外資買超前 10 名：元大金 10116 張、台灣高鐵 7645 張、元大台灣 50 獲買超 6246 張、中鋼 6100 張、聯合再生 4809 張、友達 3132 張、燿華 2718 張、健鼎 2401 張、瑞儀 2146 張、臺企銀 2108 張。', '外資賣超前 10 名：元大滬深 300 正 2 遭賣 56069 張、欣興 17778 張、富邦上証正 2 遭賣 14192 張、開發金 12934 張、華新 12363 張、新光金 11969 張、南亞科 10295 張、群創 9383 張、旺宏 7704 張、鴻海 7257 張。', '可以看出外資主要狙擊陸股 ETF、金控、電子權值股，賣超排名 10 名之後也都集中在這些族群，包括：國泰中國 A50 正 2、國泰金、中信金、第一金、群益深証中小等，都是外資倒貨標的。', '投信買超前 10 名：元大台灣 50 反 1 獲買超 5975 張、京元電子 1030 張、華新 1023 張、致伸 909 張、南電 855 張、光罩 834 張、欣興 629 張、國際中橡 547 張、正崴 531 張、燿華 500 張。', '投信賣超前 10 名：兆豐金 1673 張、元大台灣 50 正 2 遭賣 1082 張、上海商銀 1073 張、中信金 867 張、嘉晶 600 張、智易 579 張、台達電 519 張、光寶科 402 張、遠東新 370 張、國巨 339 張。', '自營商買超前 10 名：元大 S＆P 原油正 2 獲買超 9234 張、國泰中國 A50 獲買超 3206 張、元大高股息 2820 張、元大上證 50 獲買超 1422 張、元大 MSCI A 股獲買超 1329 張、富邦上証 1294 張、元大台灣 50 正 2 獲買超 1281 張、元大寶滬深 1071 張、晶電 1017 張、台灣高鐵 1004 張。', '自營商賣超前 10 名：元大滬深 300 正 2 遭賣 43399 張、元大台灣 50 反 1 遭賣 26196 張、國泰中國 A50 正 2 遭賣 10199 張、富邦上証正 2 遭賣 8994 張、富邦 VIX 遭賣 7945 張、群益深証中小 3819 張、欣興 990 張、富邦上証反 1 遭賣 913 張、宏碁 899 張、中信金 737 張。', '整體來說，外資連續 2 天賣超，且今天擴大賣超，不過在期貨翻多增加淨多單，籌碼面還不至於全面偏空，可觀察是否是外資換手操作，而從技術面來看，今天 10 日線有守，但日 KD 指標正式死亡交叉向下，MACD 指標也有死亡交叉疑慮，所幸指數低檔支撐持續上移且下跌量縮，短線漲多面臨技術面修正賣壓，技術面轉為區間震盪格局。']",2019/03/05 18:37,三大法人共減87億元外資賣超擴至70億這檔ETF遭砍5.6萬張
5,https://news.cnyes.com/news/id/4293905,"['「2019 智慧城市展」今 (27) 日進入第二天，遠傳 (4904) 董事長徐旭東今日率領遠傳總經理井琪與一級主管親臨現場，親自體驗遠傳「大數據、人工智慧、物聯網」三大 5G 發展重心，測試「智慧城市大願景」、「智慧企業大升級」兩大情境區，超過 20 項創新應用服務，包含戴上 VR 眼鏡，感受與台灣愛立信合作，透過現場啟動 5G 傳輸呈現的 8K 影音視覺效果；更利用「智慧販賣機」泡咖啡請現場民眾一起品嘗。徐旭東表示，今年 2 月參加的 MWC 就可以發現全球都力推 5G，是一個方向、也是趨勢，5G 基本上這是很好的題材，政府也期望可以透過 5G 和世界競爭，不單單通訊業，其他行業也希望可以走上 5G，汽車自動化就是一個很好的案例，政府角色就是要「PUSH」，讓 5G 更快上路。\n\n針對 Google 昨 (26) 日宣布進駐遠東科技園區，將承租 2、3 棟「Tpark」，預計第一波將徵才 2500 人，最終會加到 7500 人；徐旭東表示，Google 需要各式各樣人才，從 IE 中心衍伸出去各領域，選擇進駐台灣是看中東南亞市場正在發展快速，台灣可以作為亞洲基地，擴及東南亞市場。而 Google 此次落腳在遠東園區，其實是談 1 年之久，讓 Google 落腳在新北市，相信 Google 進駐可帶動新北市發展，未來和遠東集團合作機會也很大。\n\n遠傳電信此次以【遠傳大人物 全面啟動迎 5G】為主題，展出「智慧城市大願景」、「智慧企業大升級」兩大情境區；「智慧城市大願景」情境區，遠傳展出多項與公部門聯手打造的智慧城市應用，包含車聯網、智慧停車、智慧路燈、智慧電表、環境監測、智慧儀表板、智慧健康照護等在內的多項物聯網技術應用，已陸續運用於各地方縣市，協助提升營運效率。在「智慧企業大升級」情境區，展出內容包含智慧監測、智慧販賣機、雲端智能環控 / 環安、AI 智慧檢驗、頭家輕鬆配等多項服務，助攻企業達成全方位數位轉型目標。\n\n遠傳「智慧城市大願景」應用致力深耕在地需求，「連網電單車」響應政府推動共享電動車的綠能低碳政策，透過雲端與 IoT 技術能提供車輛定位追蹤、電池狀態、車況監測，已協助國內電動機車 / 自行車 / 輔助自行車業龍頭大廠實現商轉，全台觀光景點、共計數千台連網車輛，均可透過物聯網定位技術與連線管理平台，即時管理出租電動車輛位置、進行故障救援。遠傳「AI 智慧路燈」創新應用不僅結合先進的 AI 與大數據技術，能判斷人流數量進而調整路燈亮度、節省電力；同時也結合感測器達成智慧停車應用服務，告警牌可以顯示違停告警資訊，提醒車主盡速駛離，更透過裝載 5G 小型基站，擴大基地台覆蓋範圍，多項技術整合至 AI 智慧路燈，展現遠傳跨業跨界整合實力。\n\n遠傳「智慧企業大升級」情境中，「大數據商用智慧平台」應用藉由遠傳大數據涵蓋廣、即時，能作為人流 / 車流分析的特性，透過人潮密集區域及停留時間等數據，有效協助零售、服務、餐飲業者分析選址並進行精準行銷，開拓潛在商機；此外，現場展出的「智慧販賣機」結合遠端監控與行動支付，例如智慧咖啡機能監控咖啡豆使用情況，還可即時補充原料與預測庫存剩餘量，有效減少人力成本、大幅提升管理效率，帶給使用者嶄新便捷的消費體驗。\n\xa0', '\xa0', '\xa0']",2019/03/27 20:00,徐旭東看好Google進駐遠東科技園區預估未來與遠東集團合作機會大
6,https://news.cnyes.com/news/id/4290753,"['台股今 (19) 日在金融股與中小型股接力點火下，終場小跌 0.38 點，收在 10512.32 點，三大法人同步站在買方，合計買超 20.39 億元，其中外資更大手筆敲進金融股，買超前十大個股中有六檔就由金融包辦。', '三大法人今天同步買超，外資與陸資買超金額 13.42 億元、自營商買超 6.45 億元、投信買超 0.52 億元。', '外資今天敲進的金融股前五名清一色皆為金融股，包括國泰金 (11,891 張)、新光金 (10,037 張)、玉山金 (9,481 張)、兆豐金 (8,636 張)、元大金 (7,704 張)；賣超前五名個股分別為：國票金 (145,745 張)、友達 (15,872 張)、元大滬深 300 正 2(9,385 張)、華航 (7,097 張)、欣興 (4,172 張)。', '自營商部分，前五大個股分別為：元大高股息 (10,730 張)、元大 S&P 原油正 2(5,034 張)、華邦電 (1,708 張)、開發金 (1,593 張)、富邦上証 50(1,448 張)；賣超前五大為：富邦 VIX(5,914 張)、元大滬深 300 正 2(4,722 張)、國泰中國 A50 正 2(3,415 張)、元大台灣 50(2,052 張)、欣興 (1,665 張)。', '投信部分，前五大個股分別為：敦泰 (1,991 張)、欣興 (1,565 張)、遠東新 (1,509 張)、中信金 (960 張)、友達 (944 張)；賣超前五大分別為：國際中橡 (2,284 張)、台泥 (2,069 張)、京元電 (2,000 張)、漢翔 (1,538 張)、亞泥 (1,492 張)。', '保德信金滿意基金經理人朱冠華表示，外資今年前 2 月淨匯入 1,963 億，但目前外資買超金額僅 913 億，也就是外資還有 1,059 億資金還沒投入股市，加上第四季財報陸續公布，市場氛圍將改由業績題材主導，中小型股表現恐將趨近震盪整理，但對台股未必是壞事，投資人無須太過擔心。']",2019/03/19 19:29,三大法人同步買超台股外資狂敲這五檔金融股
7,https://news.cnyes.com/news/id/4289413,[],2019/03/15 08:30,[表三3]台灣集中市場股價創新低
8,https://news.cnyes.com/news/id/4291285,"['投信連續 3 日買超個股', '1. 投信連續買超 3 日的股票\n(3037) 欣興、 (3545) 敦泰、 (8150) 南茂、 (2345) 智邦、 (4958) 臻鼎 - KY', '2. 投信連續買超 2 日的股票\n(8150) 南茂 、 (3545) 敦泰 、 (1402) 遠東新、 (3037) 欣興 、 (4958) 臻鼎 - KY', '3. 投信當日 (20) 買超的股票\n(8150) 南茂 、 (4961) 天鈺 、 (2027) 大成鋼、 (2455) 全新 、 (3545) 敦泰\n\xa0']",2019/03/20 20:20,投信連續3日買超個股
9,https://news.cnyes.com/news/id/4286332,"['投信連續 3 日賣超個股', '1. 投信連續賣超 3 日的股票\n(5876) 上海商銀、 (2886) 兆豐金 、 (3338) 泰碩 \xa0 、 (2383) 台光電 、 (1402) 遠東新', '2. 投信連續賣超 2 日的股票\n(3338) 泰碩、 (5876) 上海商銀、 (1101) 台泥 、 (2383) 台光電、 (2886) 兆豐金', '3. 投信當日 (06) 賣超的股票\n(3338) 泰碩 (1101) 台泥 、 (2383) 台光電、 (2633) 台灣高鐵、 (5876) 上海商銀、\n\xa0']",2019/03/06 20:26,投信連續3日賣超個股
